名称,カテゴリー,アドレス,アクセス,築年数,構造,階数,家賃,管理費,敷金,礼金,間取り,面積,URL
東京メトロ日比谷線 三ノ輪駅 18階建 築18年,賃貸マンション,東京都荒川区荒川１,東京メトロ日比谷線/入谷駅 歩22分,築18年,18階建,16階,15万円,12000円,15万円,30万円,2LDK,55.77m2,https://suumo.jp/chintai/jnc_000054086513/?bc=100272136444
東京メトロ日比谷線 三ノ輪駅 18階建 築18年,賃貸マンション,東京都荒川区荒川１,東京メトロ日比谷線/入谷駅 歩22分,築18年,18階建,16階,15.6万円,12000円,15.6万円,31.2万円,2LDK,60.47m2,https://suumo.jp/chintai/jnc_000072097106/?bc=100275061172
ｌａ・ｃａｓａ・ｆｅｌｉｃｅ,賃貸アパート,東京都葛飾区西亀有２,ＪＲ常磐線/綾瀬駅 歩10分,築6年,3階建,1階,8.6万円,5500円,-,8.6万円,ワンルーム,29.36m2,https://suumo.jp/chintai/jnc_000073036253/?bc=100274434530
ｌａ・ｃａｓａ・ｆｅｌｉｃｅ,賃貸アパート,東京都葛飾区西亀有２,ＪＲ常磐線/綾瀬駅 歩10分,築6年,3階建,3階,10.5万円,5500円,-,10.5万円,1LDK,37.06m2,https://suumo.jp/chintai/jnc_000073043182/?bc=100275909262
ｌａ・ｃａｓａ・ｆｅｌｉｃｅ,賃貸アパート,東京都葛飾区西亀有２,ＪＲ常磐線/亀有駅 歩20分,築6年,3階建,1階,8.6万円,5500円,-,8.6万円,ワンルーム,29.36m2,https://suumo.jp/chintai/jnc_000073036253/?bc=100274434530
ｌａ・ｃａｓａ・ｆｅｌｉｃｅ,賃貸アパート,東京都葛飾区西亀有２,ＪＲ常磐線/亀有駅 歩20分,築6年,3階建,3階,10.5万円,5500円,-,10.5万円,1LDK,37.06m2,https://suumo.jp/chintai/jnc_000073043182/?bc=100275909262
ｌａ・ｃａｓａ・ｆｅｌｉｃｅ,賃貸アパート,東京都葛飾区西亀有２,京成本線/堀切菖蒲園駅 歩21分,築6年,3階建,1階,8.6万円,5500円,-,8.6万円,ワンルーム,29.36m2,https://suumo.jp/chintai/jnc_000073036253/?bc=100274434530
ｌａ・ｃａｓａ・ｆｅｌｉｃｅ,賃貸アパート,東京都葛飾区西亀有２,京成本線/堀切菖蒲園駅 歩21分,築6年,3階建,3階,10.5万円,5500円,-,10.5万円,1LDK,37.06m2,https://suumo.jp/chintai/jnc_000073043182/?bc=100275909262
ル シエル ブルー,賃貸マンション,東京都江戸川区上篠崎３,都営新宿線/篠崎駅 歩9分,新築,3階建,1階,10.4万円,-,10.4万円,15.6万円,1LDK,44.46m2,https://suumo.jp/chintai/jnc_000073087186/?bc=100276103755
ル シエル ブルー,賃貸マンション,東京都江戸川区上篠崎３,都営新宿線/篠崎駅 歩9分,新築,3階建,1階,10.5万円,-,10.5万円,15.75万円,1LDK,47.79m2,https://suumo.jp/chintai/jnc_000073087188/?bc=100276103722
ル シエル ブルー,賃貸マンション,東京都江戸川区上篠崎３,都営新宿線/篠崎駅 歩9分,新築,3階建,3階,10.5万円,-,10.5万円,15.75万円,1LDK,47.79m2,https://suumo.jp/chintai/jnc_000073097777/?bc=100276147674
ル シエル ブルー,賃貸マンション,東京都江戸川区上篠崎３,都営新宿線/篠崎駅 歩9分,新築,3階建,1階,10.5万円,-,10.5万円,15.75万円,1LDK,45.26m2,https://suumo.jp/chintai/jnc_000073087185/?bc=100276103624
ル シエル ブルー,賃貸マンション,東京都江戸川区上篠崎３,都営新宿線/篠崎駅 歩9分,新築,3階建,1階,10.7万円,-,10.7万円,16.05万円,1LDK,46.97m2,https://suumo.jp/chintai/jnc_000073087187/?bc=100276103633
ル シエル ブルー,賃貸マンション,東京都江戸川区上篠崎３,都営新宿線/篠崎駅 歩9分,新築,3階建,2階,10.8万円,-,10.8万円,16.2万円,1LDK,44.46m2,https://suumo.jp/chintai/jnc_000073087190/?bc=100276103811
ル シエル ブルー,賃貸マンション,東京都江戸川区上篠崎３,都営新宿線/篠崎駅 歩9分,新築,3階建,2階,10.9万円,-,10.9万円,16.35万円,1LDK,47.79m2,https://suumo.jp/chintai/jnc_000073087192/?bc=100276103697
ル シエル ブルー,賃貸マンション,東京都江戸川区上篠崎３,都営新宿線/篠崎駅 歩9分,新築,3階建,2階,10.9万円,-,10.9万円,16.35万円,1LDK,45.26m2,https://suumo.jp/chintai/jnc_000073087189/?bc=100276103798
ル シエル ブルー,賃貸マンション,東京都江戸川区上篠崎３,都営新宿線/篠崎駅 歩9分,新築,3階建,3階,10.9万円,-,10.9万円,16.35万円,1LDK,44.46m2,https://suumo.jp/chintai/jnc_000073087194/?bc=100276103464
ル シエル ブルー,賃貸マンション,東京都江戸川区上篠崎３,都営新宿線/篠崎駅 歩9分,新築,3階建,3階,11万円,-,11万円,16.5万円,1LDK,45.26m2,https://suumo.jp/chintai/jnc_000073087193/?bc=100276123997
ル シエル ブルー,賃貸マンション,東京都江戸川区上篠崎３,都営新宿線/篠崎駅 歩9分,新築,3階建,2階,11.1万円,-,11.1万円,16.65万円,1LDK,46.97m2,https://suumo.jp/chintai/jnc_000073087191/?bc=100276103667
ル シエル ブルー,賃貸マンション,東京都江戸川区上篠崎３,ＪＲ総武線/小岩駅 バス18分 (バス停)本郷 歩6分,新築,3階建,1階,10.4万円,-,10.4万円,15.6万円,1LDK,44.46m2,https://suumo.jp/chintai/jnc_000073087186/?bc=100276103755
ル シエル ブルー,賃貸マンション,東京都江戸川区上篠崎３,ＪＲ総武線/小岩駅 バス18分 (バス停)本郷 歩6分,新築,3階建,1階,10.5万円,-,10.5万円,15.75万円,1LDK,47.79m2,https://suumo.jp/chintai/jnc_000073087188/?bc=100276103722
ル シエル ブルー,賃貸マンション,東京都江戸川区上篠崎３,ＪＲ総武線/小岩駅 バス18分 (バス停)本郷 歩6分,新築,3階建,3階,10.5万円,-,10.5万円,15.75万円,1LDK,47.79m2,https://suumo.jp/chintai/jnc_000073097777/?bc=100276147674
ル シエル ブルー,賃貸マンション,東京都江戸川区上篠崎３,ＪＲ総武線/小岩駅 バス18分 (バス停)本郷 歩6分,新築,3階建,1階,10.5万円,-,10.5万円,15.75万円,1LDK,45.26m2,https://suumo.jp/chintai/jnc_000073087185/?bc=100276103624
ル シエル ブルー,賃貸マンション,東京都江戸川区上篠崎３,ＪＲ総武線/小岩駅 バス18分 (バス停)本郷 歩6分,新築,3階建,1階,10.7万円,-,10.7万円,16.05万円,1LDK,46.97m2,https://suumo.jp/chintai/jnc_000073087187/?bc=100276103633
ル シエル ブルー,賃貸マンション,東京都江戸川区上篠崎３,ＪＲ総武線/小岩駅 バス18分 (バス停)本郷 歩6分,新築,3階建,2階,10.8万円,-,10.8万円,16.2万円,1LDK,44.46m2,https://suumo.jp/chintai/jnc_000073087190/?bc=100276103811
ル シエル ブルー,賃貸マンション,東京都江戸川区上篠崎３,ＪＲ総武線/小岩駅 バス18分 (バス停)本郷 歩6分,新築,3階建,2階,10.9万円,-,10.9万円,16.35万円,1LDK,47.79m2,https://suumo.jp/chintai/jnc_000073087192/?bc=100276103697
ル シエル ブルー,賃貸マンション,東京都江戸川区上篠崎３,ＪＲ総武線/小岩駅 バス18分 (バス停)本郷 歩6分,新築,3階建,2階,10.9万円,-,10.9万円,16.35万円,1LDK,45.26m2,https://suumo.jp/chintai/jnc_000073087189/?bc=100276103798
ル シエル ブルー,賃貸マンション,東京都江戸川区上篠崎３,ＪＲ総武線/小岩駅 バス18分 (バス停)本郷 歩6分,新築,3階建,3階,10.9万円,-,10.9万円,16.35万円,1LDK,44.46m2,https://suumo.jp/chintai/jnc_000073087194/?bc=100276103464
ル シエル ブルー,賃貸マンション,東京都江戸川区上篠崎３,ＪＲ総武線/小岩駅 バス18分 (バス停)本郷 歩6分,新築,3階建,3階,11万円,-,11万円,16.5万円,1LDK,45.26m2,https://suumo.jp/chintai/jnc_000073087193/?bc=100276123997
ル シエル ブルー,賃貸マンション,東京都江戸川区上篠崎３,ＪＲ総武線/小岩駅 バス18分 (バス停)本郷 歩6分,新築,3階建,2階,11.1万円,-,11.1万円,16.65万円,1LDK,46.97m2,https://suumo.jp/chintai/jnc_000073087191/?bc=100276103667
ル シエル ブルー,賃貸マンション,東京都江戸川区上篠崎３,都営新宿線/瑞江駅 バス24分 (バス停)新皆面橋 歩2分,新築,3階建,1階,10.4万円,-,10.4万円,15.6万円,1LDK,44.46m2,https://suumo.jp/chintai/jnc_000073087186/?bc=100276103755
ル シエル ブルー,賃貸マンション,東京都江戸川区上篠崎３,都営新宿線/瑞江駅 バス24分 (バス停)新皆面橋 歩2分,新築,3階建,1階,10.5万円,-,10.5万円,15.75万円,1LDK,47.79m2,https://suumo.jp/chintai/jnc_000073087188/?bc=100276103722
ル シエル ブルー,賃貸マンション,東京都江戸川区上篠崎３,都営新宿線/瑞江駅 バス24分 (バス停)新皆面橋 歩2分,新築,3階建,3階,10.5万円,-,10.5万円,15.75万円,1LDK,47.79m2,https://suumo.jp/chintai/jnc_000073097777/?bc=100276147674
ル シエル ブルー,賃貸マンション,東京都江戸川区上篠崎３,都営新宿線/瑞江駅 バス24分 (バス停)新皆面橋 歩2分,新築,3階建,1階,10.5万円,-,10.5万円,15.75万円,1LDK,45.26m2,https://suumo.jp/chintai/jnc_000073087185/?bc=100276103624
ル シエル ブルー,賃貸マンション,東京都江戸川区上篠崎３,都営新宿線/瑞江駅 バス24分 (バス停)新皆面橋 歩2分,新築,3階建,1階,10.7万円,-,10.7万円,16.05万円,1LDK,46.97m2,https://suumo.jp/chintai/jnc_000073087187/?bc=100276103633
ル シエル ブルー,賃貸マンション,東京都江戸川区上篠崎３,都営新宿線/瑞江駅 バス24分 (バス停)新皆面橋 歩2分,新築,3階建,2階,10.8万円,-,10.8万円,16.2万円,1LDK,44.46m2,https://suumo.jp/chintai/jnc_000073087190/?bc=100276103811
ル シエル ブルー,賃貸マンション,東京都江戸川区上篠崎３,都営新宿線/瑞江駅 バス24分 (バス停)新皆面橋 歩2分,新築,3階建,2階,10.9万円,-,10.9万円,16.35万円,1LDK,47.79m2,https://suumo.jp/chintai/jnc_000073087192/?bc=100276103697
ル シエル ブルー,賃貸マンション,東京都江戸川区上篠崎３,都営新宿線/瑞江駅 バス24分 (バス停)新皆面橋 歩2分,新築,3階建,2階,10.9万円,-,10.9万円,16.35万円,1LDK,45.26m2,https://suumo.jp/chintai/jnc_000073087189/?bc=100276103798
ル シエル ブルー,賃貸マンション,東京都江戸川区上篠崎３,都営新宿線/瑞江駅 バス24分 (バス停)新皆面橋 歩2分,新築,3階建,3階,10.9万円,-,10.9万円,16.35万円,1LDK,44.46m2,https://suumo.jp/chintai/jnc_000073087194/?bc=100276103464
ル シエル ブルー,賃貸マンション,東京都江戸川区上篠崎３,都営新宿線/瑞江駅 バス24分 (バス停)新皆面橋 歩2分,新築,3階建,3階,11万円,-,11万円,16.5万円,1LDK,45.26m2,https://suumo.jp/chintai/jnc_000073087193/?bc=100276123997
ル シエル ブルー,賃貸マンション,東京都江戸川区上篠崎３,都営新宿線/瑞江駅 バス24分 (バス停)新皆面橋 歩2分,新築,3階建,2階,11.1万円,-,11.1万円,16.65万円,1LDK,46.97m2,https://suumo.jp/chintai/jnc_000073087191/?bc=100276103667
シャンテ東日暮里,賃貸アパート,東京都荒川区東日暮里３,ＪＲ常磐線/三河島駅 歩7分,築12年,3階建,1階,4.9万円,4000円,-,-,ワンルーム,10.72m2,https://suumo.jp/chintai/jnc_000071436302/?bc=100270366178
シャンテ東日暮里,賃貸アパート,東京都荒川区東日暮里３,ＪＲ常磐線/三河島駅 歩7分,築12年,3階建,3階,5.5万円,3000円,-,-,ワンルーム,10.56m2,https://suumo.jp/chintai/jnc_000071963492/?bc=100271743384
シャンテ東日暮里,賃貸アパート,東京都荒川区東日暮里３,ＪＲ山手線/日暮里駅 歩14分,築12年,3階建,1階,4.9万円,4000円,-,-,ワンルーム,10.72m2,https://suumo.jp/chintai/jnc_000071436302/?bc=100270366178
シャンテ東日暮里,賃貸アパート,東京都荒川区東日暮里３,ＪＲ山手線/日暮里駅 歩14分,築12年,3階建,3階,5.5万円,3000円,-,-,ワンルーム,10.56m2,https://suumo.jp/chintai/jnc_000071963492/?bc=100271743384
シャンテ東日暮里,賃貸アパート,東京都荒川区東日暮里３,東京メトロ日比谷線/三ノ輪駅 歩13分,築12年,3階建,1階,4.9万円,4000円,-,-,ワンルーム,10.72m2,https://suumo.jp/chintai/jnc_000071436302/?bc=100270366178
シャンテ東日暮里,賃貸アパート,東京都荒川区東日暮里３,東京メトロ日比谷線/三ノ輪駅 歩13分,築12年,3階建,3階,5.5万円,3000円,-,-,ワンルーム,10.56m2,https://suumo.jp/chintai/jnc_000071963492/?bc=100271743384
西武新宿線 武蔵関駅 2階建 築9年,賃貸アパート,東京都練馬区石神井台７,西武新宿線/武蔵関駅 歩6分,築9年,2階建,2階,12.8万円,5500円,-,12.8万円,2LDK,57.97m2,https://suumo.jp/chintai/jnc_000072258176/?bc=100276088377
西武新宿線 武蔵関駅 2階建 築9年,賃貸アパート,東京都練馬区石神井台７,西武新宿線/武蔵関駅 歩6分,築9年,2階建,2階,12.8万円,5500円,-,12.8万円,2LDK,57.97m2,https://suumo.jp/chintai/jnc_000072271866/?bc=100271584046
西武新宿線 武蔵関駅 2階建 築9年,賃貸アパート,東京都練馬区石神井台７,西武新宿線/上石神井駅 歩19分,築9年,2階建,2階,12.8万円,5500円,-,12.8万円,2LDK,57.97m2,https://suumo.jp/chintai/jnc_000072258176/?bc=100276088377
西武新宿線 武蔵関駅 2階建 築9年,賃貸アパート,東京都練馬区石神井台７,西武新宿線/上石神井駅 歩19分,築9年,2階建,2階,12.8万円,5500円,-,12.8万円,2LDK,57.97m2,https://suumo.jp/chintai/jnc_000072271866/?bc=100271584046
西武新宿線 武蔵関駅 2階建 築9年,賃貸アパート,東京都練馬区石神井台７,西武新宿線/東伏見駅 歩19分,築9年,2階建,2階,12.8万円,5500円,-,12.8万円,2LDK,57.97m2,https://suumo.jp/chintai/jnc_000072258176/?bc=100276088377
西武新宿線 武蔵関駅 2階建 築9年,賃貸アパート,東京都練馬区石神井台７,西武新宿線/東伏見駅 歩19分,築9年,2階建,2階,12.8万円,5500円,-,12.8万円,2LDK,57.97m2,https://suumo.jp/chintai/jnc_000072271866/?bc=100271584046
セルカリーオＵ,賃貸マンション,東京都江戸川区一之江７,都営新宿線/一之江駅 歩2分,築20年,4階建,3階,12.4万円,5000円,-,-,2LDK,57.6m2,https://suumo.jp/chintai/jnc_000053146488/?bc=100276177295
セルカリーオＵ,賃貸マンション,東京都江戸川区一之江７,都営新宿線/船堀駅 歩23分,築20年,4階建,3階,12.4万円,5000円,-,-,2LDK,57.6m2,https://suumo.jp/chintai/jnc_000053146488/?bc=100276177295
セルカリーオＵ,賃貸マンション,東京都江戸川区一之江７,都営新宿線/瑞江駅 歩24分,築20年,4階建,3階,12.4万円,5000円,-,-,2LDK,57.6m2,https://suumo.jp/chintai/jnc_000053146488/?bc=100276177295
都営新宿線 一之江駅 4階建 築20年,賃貸マンション,東京都江戸川区一之江７,都営新宿線/一之江駅 歩2分,築20年,4階建,3階,12.4万円,5000円,-,-,2LDK,57.6m2,https://suumo.jp/chintai/jnc_000053146489/?bc=100276071025
都営新宿線 一之江駅 4階建 築20年,賃貸マンション,東京都江戸川区一之江７,都営新宿線/船堀駅 歩23分,築20年,4階建,3階,12.4万円,5000円,-,-,2LDK,57.6m2,https://suumo.jp/chintai/jnc_000053146489/?bc=100276071025
都営新宿線 一之江駅 4階建 築20年,賃貸マンション,東京都江戸川区一之江７,都営新宿線/瑞江駅 歩24分,築20年,4階建,3階,12.4万円,5000円,-,-,2LDK,57.6m2,https://suumo.jp/chintai/jnc_000053146489/?bc=100276071025
プレシス東神田,賃貸マンション,東京都千代田区東神田１,東京メトロ日比谷線/秋葉原駅 歩7分,築11年,13階建,5階,14.7万円,15000円,14.7万円,14.7万円,1LDK,39.79m2,https://suumo.jp/chintai/jnc_000072793101/?bc=100276136789
プレシス東神田,賃貸マンション,東京都千代田区東神田１,東京メトロ日比谷線/秋葉原駅 歩7分,築11年,13階建,13階,15万円,20000円,-,15万円,1LDK,40.3m2,https://suumo.jp/chintai/jnc_000043819744/?bc=100275311466
プレシス東神田,賃貸マンション,東京都千代田区東神田１,東京メトロ日比谷線/秋葉原駅 歩7分,築11年,13階建,11階,16.5万円,5000円,16.5万円,16.5万円,1LDK,40m2,https://suumo.jp/chintai/jnc_000072985621/?bc=100275491628
プレシス東神田,賃貸マンション,東京都千代田区東神田１,東京メトロ日比谷線/秋葉原駅 歩7分,築11年,13階建,11階,16.5万円,5000円,16.5万円,16.5万円,1LDK,40m2,https://suumo.jp/chintai/jnc_000072778571/?bc=100274354731
プレシス東神田,賃貸マンション,東京都千代田区東神田１,東京メトロ日比谷線/秋葉原駅 歩7分,築11年,13階建,3階,16.5万円,10000円,16.5万円,16.5万円,1LDK,45.27m2,https://suumo.jp/chintai/jnc_000071816006/?bc=100273003848
プレシス東神田,賃貸マンション,東京都千代田区東神田１,ＪＲ総武線快速/馬喰町駅 歩5分,築11年,13階建,5階,14.7万円,15000円,14.7万円,14.7万円,1LDK,39.79m2,https://suumo.jp/chintai/jnc_000072793101/?bc=100276136789
プレシス東神田,賃貸マンション,東京都千代田区東神田１,ＪＲ総武線快速/馬喰町駅 歩5分,築11年,13階建,13階,15万円,20000円,-,15万円,1LDK,40.3m2,https://suumo.jp/chintai/jnc_000043819744/?bc=100275311466
プレシス東神田,賃貸マンション,東京都千代田区東神田１,ＪＲ総武線快速/馬喰町駅 歩5分,築11年,13階建,11階,16.5万円,5000円,16.5万円,16.5万円,1LDK,40m2,https://suumo.jp/chintai/jnc_000072985621/?bc=100275491628
プレシス東神田,賃貸マンション,東京都千代田区東神田１,ＪＲ総武線快速/馬喰町駅 歩5分,築11年,13階建,11階,16.5万円,5000円,16.5万円,16.5万円,1LDK,40m2,https://suumo.jp/chintai/jnc_000072778571/?bc=100274354731
プレシス東神田,賃貸マンション,東京都千代田区東神田１,ＪＲ総武線快速/馬喰町駅 歩5分,築11年,13階建,3階,16.5万円,10000円,16.5万円,16.5万円,1LDK,45.27m2,https://suumo.jp/chintai/jnc_000071816006/?bc=100273003848
プレシス東神田,賃貸マンション,東京都千代田区東神田１,都営新宿線/岩本町駅 歩6分,築11年,13階建,5階,14.7万円,15000円,14.7万円,14.7万円,1LDK,39.79m2,https://suumo.jp/chintai/jnc_000072793101/?bc=100276136789
プレシス東神田,賃貸マンション,東京都千代田区東神田１,都営新宿線/岩本町駅 歩6分,築11年,13階建,13階,15万円,20000円,-,15万円,1LDK,40.3m2,https://suumo.jp/chintai/jnc_000043819744/?bc=100275311466
プレシス東神田,賃貸マンション,東京都千代田区東神田１,都営新宿線/岩本町駅 歩6分,築11年,13階建,11階,16.5万円,5000円,16.5万円,16.5万円,1LDK,40m2,https://suumo.jp/chintai/jnc_000072985621/?bc=100275491628
プレシス東神田,賃貸マンション,東京都千代田区東神田１,都営新宿線/岩本町駅 歩6分,築11年,13階建,11階,16.5万円,5000円,16.5万円,16.5万円,1LDK,40m2,https://suumo.jp/chintai/jnc_000072778571/?bc=100274354731
プレシス東神田,賃貸マンション,東京都千代田区東神田１,都営新宿線/岩本町駅 歩6分,築11年,13階建,3階,16.5万円,10000円,16.5万円,16.5万円,1LDK,45.27m2,https://suumo.jp/chintai/jnc_000071816006/?bc=100273003848
エレガンスパーク,賃貸マンション,東京都葛飾区亀有２,ＪＲ常磐線/亀有駅 歩9分,築34年,3階建,1階,8.4万円,2000円,8.4万円,4.2万円,2LDK,55.08m2,https://suumo.jp/chintai/jnc_000073076755/?bc=100276146099
エレガンスパーク,賃貸マンション,東京都葛飾区亀有２,京成本線/お花茶屋駅 歩20分,築34年,3階建,1階,8.4万円,2000円,8.4万円,4.2万円,2LDK,55.08m2,https://suumo.jp/chintai/jnc_000073076755/?bc=100276146099
エレガンスパーク,賃貸マンション,東京都葛飾区亀有２,東京メトロ千代田線/綾瀬駅 歩28分,築34年,3階建,1階,8.4万円,2000円,8.4万円,4.2万円,2LDK,55.08m2,https://suumo.jp/chintai/jnc_000073076755/?bc=100276146099
